ID,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
1100,0,0,0,1.14,0,1.14,0,0,0,3.41,0,1.14,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,1.14,0,0,0,1.14,0,0,0,0,1.14,0,0,0,0,0,0,0,0,1.14,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,1.14,0,1.14,2.27,0,0,0,0,1.14,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,1.14,0,0,1.14,0,0,1.14,0,0,1.14,0,1.14,0,0,1.14,0,0,0,2.27,0,0,1.14,0,0,0,1.14,0,0,0,0,0,1.14,0,0,1.14,0,2.27,2.27,2.27,0,0,0,1.14,1.14,1.14,1.14,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,1.14,1.14,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.14,0,0,0,0,0,0,0,1.14,0,1.14,0,0,0,0,0,1.14,0,0,1.14,1.14,0,0,0,0,0,0,0,1.14,0,0,1.14,1.14,1.14,0,0,0,2.27,0,0,0,0,1.14,1.14,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,1.14,0,0,2.27,0,0,0,0,1.14,0,0,1.14,0,0,0,1.14,0,1.14,0,4.55,0,0,0,2.27,0,0,1.14,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,1.14,0,1.14,0,0,0,0
1101,0,0,1.19,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,2.38,0,0,0,0,1.19,0,1.19,0,0,1.19,0,0,0,1.19,3.57,0,1.19,0,0,0,0,1.19,1.19,1.19,2.38,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,1.19,1.19,0,1.19,1.19,1.19,0,1.19,0,1.19,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,1.19,0,2.38,0,0,0,0,1.19,0,0,1.19,0,1.19,0,0,0,0,0,0,1.19,0,0,0,0,0,0,1.19,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,1.19,0,0,0,0,1.19,0,0,1.19,0,0,0,0,0,0,0,1.19,0,0,3.57,0,0,0,1.19,0,0,0,0,0,0,0,1.19,1.19,1.19,0,0,0,0,0,0,1.19,0,0,1.19,0,0,0,0,1.19,0,0,0,2.38,0,0,1.19,0,0,1.19,0,0,2.38,0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,2.38,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,1.19,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,1.19,1.19,1.19,0,0,0,0,0,0,0,0,0,0,1.19,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,1.19,0,0,0,0,0,0,0,0,0,1.19,1.19,1.19,0,0
1102,2.13,0,0,0,0,1.06,0,0,1.06,0,0,1.06,0,0,2.13,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,2.13,0,4.26,0,0,2.13,0,0,0,0,1.06,0,2.13,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,2.13,2.13,1.06,0,0,0,0,0,5.32,0,0,1.06,2.13,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,1.06,1.06,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,1.06,0,0,2.13,2.13,0,2.13,1.06,0,0,0,0,0,0,1.06,0,0,3.19,0,0,1.06,0,0,2.13,0,0,0,0,2.13,0,0,0,0,2.13,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,3.19,0,0,1.06,0,0,2.13,0,0,1.06,4.26,0,0,0,0,1.06,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0
1104,0,0,0,0,0,0,0,2.7,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,5.41,0,2.7,2.7,2.7,0,0,0,2.7,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,5.41,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,2.7,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,1.47,0,0,0,1.47,0,0,0,2.94,0,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,1.47,0,0,0,0,0,0,4.41,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.47,0,0,0,0,0,0,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,1.47,1.47,2.94,0,0,2.94,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,1.47,1.47,0,0,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,2.94,0,0,1.47,0,0,0,1.47,1.47,2.94,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,1.47,0,0,2.94,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,0,0,1.47,1.47,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,0,0,2.33,2.33,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,4.65,0,0,0,0,0,0,0,6.98,0,0,2.33,2.33,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,2.33,0,0,4.65,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,2.33,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,2.33,0,4.65,2.33,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,2.04,2.04,0,0,0,0,2.04,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,2.04,2.04,2.04,2.04,2.04,0,0,0,0,0,0,0,2.04,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,2.04,0,0,4.08,0,0,0,0,0,0,0,0,0,2.04,0,0,0,2.04,0,0,2.04,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,2.04,0,0,2.04,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,2.04,0,0,2.04,0,0,0,0,2.04,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,0,2.78,0,0,0,0,0,0,2.78,0,0,0,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,2.78,0,0,0,0,0,0,0,0,2.78,0,0,0,2.78,2.78,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,2.78,0,2.78,2.78,0,2.78,0,0,0,0,0,2.78,0,0,0,0,0,0,2.78,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,5.56,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,2.22,0,0,2.22,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,0,0,1.11,0,0,0,0,0,0,0,1.11,0,0,0,1.11,0,0,0,0,0,0,2.22,0,0,0,0,1.11,0,0,0,0,1.11,0,0,0,0,0,1.11,0,0,4.44,0,0,0,0,0,1.11,0,1.11,0,0,0,0,0,1.11,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,1.11,1.11,0,0,1.11,0,0,1.11,1.11,1.11,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,2.22,1.11,1.11,3.33,2.22,0,0,0,1.11,0,0,2.22,0,0,0,0,0,0,0,0,1.11,0,0,1.11,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,1.11,0,0,1.11,1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,2.22,2.22,1.11,0,0,0,0,0,1.11,1.11,0,0,0,0,0,1.11,0,0,0,0,1.11,0,1.11,0,0,0,0,0,1.11,0,0,0,0,2.22,1.11,0,0,0,0,0,2.22,0,0,0,1.11,1.11,0,0,1.11,0,1.11,1.11,0,0,1.11,0,0,0,1.11,0,0,0,0,1.11,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0
1111,1.18,0,0,0,0,0,0,2.35,0,0,0,0,0,0,1.18,1.18,1.18,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,1.18,0,1.18,0,0,0,0,0,0,0,0,1.18,0,0,0,2.35,4.71,0,0,1.18,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,1.18,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,2.35,1.18,0,0,1.18,1.18,0,0,0,0,0,1.18,1.18,1.18,1.18,0,0,3.53,0,0,1.18,0,1.18,0,0,2.35,2.35,0,0,1.18,0,0,0,1.18,3.53,0,0,0,0,0,0,1.18,1.18,0,2.35,1.18,0,0,0,0,0,0,0,1.18,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,1.18,1.18,0,0,0,0,0,1.18,0,0,0,0,1.18,0,0,0,0,0,0,0,0,1.18,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,1.18,0,0,1.18,0,1.18,0,0,0,0,0,1.18,0,0,1.18,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.18,1.18,0,0,0,1.18,1.18,0,0,1.18,0,0,0,0,0,0,0,0,0,1.18,1.18,0,0,0,1.18,2.35,0,0,1.18,0,0,0,0,1.18,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,1.18,0,1.18,0,0
1112,0,0,0,0,1.03,0,0,0,1.03,0,0,0,0,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,4.12,0,1.03,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,1.03,0,0,0,0,0,0,1.03,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.03,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.03,0,0,2.06,0,0,2.06,1.03,0,1.03,0,1.03,0,0,0,0,0,1.03,0,0,0,0,1.03,0,0,0,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,2.06,0,0,0,0,3.09,2.06,1.03,5.15,0,0,0,1.03,2.06,3.09,0,3.09,1.03,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,1.03,0,0,0,0,1.03,0,0,0,0,0,0,0,0,2.06,0,2.06,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,1.03,0,0,0,1.03,0,1.03,0,1.03,0,0,0,0,0,0,0,0,0,1.03,2.06,0,0,1.03,1.03,1.03,0,0,0,0,0,0,1.03,0,1.03,0,0,0,1.03,0,0,0,0,1.03,0,0,0,0,0,1.03,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,1.03,0,0,3.09,0,0,0,0,1.03,0,0,1.03,0,0,0,0,0,0,0,1.03,0,0,0,0,1.03,0,1.03,1.03,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.03,0,0,1.03,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,3.77,0,0,0,0,0,1.89,0,1.89,1.89,1.89,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,3.77,1.89,0,1.89,0,0,0,0,0,1.89,0,0,1.89,1.89,0,0,0,1.89,0,0,0,0,1.89,0,0,0,0,0,0,1.89,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,1.89,0,0,0,0,1.89,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,1.89,0,0,1.89,0,0,1.89,0,0,0,0,1.89,0,0,3.77,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,1.89,0,0,0,0,0,1.89,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,1.89,0,0,0,0,1.89,0,0,0,0,0,0,0,0,1.89
